uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PA,OUTRAS,HOSPITAL,"< 9",F,204
PA,OUTRAS,HOSPITAL,"< 9",I,2
PA,OUTRAS,HOSPITAL,"< 9",M,212
PA,OUTRAS,IGNORADO,"< 9",F,1
PA,OUTRAS,IGNORADO,"< 9",M,1
PA,OUTRAS,OUTRO,"< 9",F,9
PA,OUTRAS,OUTRO,"< 9",M,12
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,3
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,4
PA,OUTRAS,VIA_PUBLICA,"< 9",F,4
PA,OUTRAS,VIA_PUBLICA,"< 9",M,6
PA,COVID,DOMICILIO,"< 9",F,1
PA,COVID,HOSPITAL,"< 9",F,11
PA,COVID,HOSPITAL,"< 9",M,19
PA,COVID,OUTRO,"< 9",M,1
PA,INDETERMINADA,DOMICILIO,"< 9",M,1
PA,INDETERMINADA,HOSPITAL,"< 9",F,1
PA,INDETERMINADA,HOSPITAL,"< 9",M,1
PA,INDETERMINADA,OUTRO,"< 9",M,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,3
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,47
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,3
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,76
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,3
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PA,PNEUMONIA,DOMICILIO,"< 9",F,2
PA,PNEUMONIA,DOMICILIO,"< 9",M,3
PA,PNEUMONIA,HOSPITAL,"< 9",F,33
PA,PNEUMONIA,HOSPITAL,"< 9",M,46
PA,PNEUMONIA,OUTRO,"< 9",M,1
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PA,SEPTICEMIA,DOMICILIO,"< 9",M,1
PA,SEPTICEMIA,HOSPITAL,"< 9",F,67
PA,SEPTICEMIA,HOSPITAL,"< 9",M,111
PA,SEPTICEMIA,OUTRO,"< 9",F,1
PA,SEPTICEMIA,OUTRO,"< 9",M,2
PA,SEPTICEMIA,POSTO_SAUDE,"< 9",F,1
PA,SRAG,HOSPITAL,"< 9",F,2
PA,SRAG,HOSPITAL,"< 9",M,7
PA,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",M,2
PA,SRAG,VIA_PUBLICA,"< 9",M,1
PB,OUTRAS,DOMICILIO,"< 9",F,23
PB,OUTRAS,DOMICILIO,"< 9",M,22
PB,OUTRAS,HOSPITAL,"< 9",F,127
PB,OUTRAS,HOSPITAL,"< 9",I,5
PB,OUTRAS,HOSPITAL,"< 9",M,162
PB,OUTRAS,OUTRO,"< 9",F,3
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,26
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",I,3
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,15
PB,OUTRAS,VIA_PUBLICA,"< 9",F,2
PB,OUTRAS,VIA_PUBLICA,"< 9",M,2
PB,COVID,DOMICILIO,"< 9",M,1
PB,COVID,HOSPITAL,"< 9",F,14
PB,COVID,HOSPITAL,"< 9",I,1
PB,COVID,HOSPITAL,"< 9",M,16
PB,COVID,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PB,INDETERMINADA,DOMICILIO,"< 9",M,1
PB,INDETERMINADA,HOSPITAL,"< 9",F,1
PB,INDETERMINADA,HOSPITAL,"< 9",M,1
PB,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PB,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,21
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,29
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,5
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",F,1
PB,PNEUMONIA,DOMICILIO,"< 9",F,2
PB,PNEUMONIA,DOMICILIO,"< 9",M,3
PB,PNEUMONIA,HOSPITAL,"< 9",F,27
PB,PNEUMONIA,HOSPITAL,"< 9",M,33
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,4
PB,SEPTICEMIA,DOMICILIO,"< 9",F,2
PB,SEPTICEMIA,DOMICILIO,"< 9",M,2
PB,SEPTICEMIA,HOSPITAL,"< 9",F,60
PB,SEPTICEMIA,HOSPITAL,"< 9",M,75
PB,SEPTICEMIA,OUTRO,"< 9",F,2
PB,SEPTICEMIA,OUTRO,"< 9",M,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,9
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,9
PB,SRAG,HOSPITAL,"< 9",F,4
PB,SRAG,HOSPITAL,"< 9",M,3
PE,OUTRAS,DOMICILIO,"< 9",F,23
PE,OUTRAS,DOMICILIO,"< 9",M,44
PE,OUTRAS,HOSPITAL,"< 9",F,657
PE,OUTRAS,HOSPITAL,"< 9",I,21
PE,OUTRAS,HOSPITAL,"< 9",M,784
PE,OUTRAS,IGNORADO,"< 9",F,2
PE,OUTRAS,IGNORADO,"< 9",M,3
PE,OUTRAS,OUTRO,"< 9",F,8
PE,OUTRAS,OUTRO,"< 9",M,8
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,9
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,11
PE,OUTRAS,VIA_PUBLICA,"< 9",F,9
PE,OUTRAS,VIA_PUBLICA,"< 9",M,13
PE,COVID,DOMICILIO,"< 9",M,1
PE,COVID,HOSPITAL,"< 9",F,19
PE,COVID,HOSPITAL,"< 9",M,23
PE,INDETERMINADA,DOMICILIO,"< 9",F,1
PE,INDETERMINADA,DOMICILIO,"< 9",M,3
PE,INDETERMINADA,HOSPITAL,"< 9",F,10
PE,INDETERMINADA,HOSPITAL,"< 9",I,3
PE,INDETERMINADA,HOSPITAL,"< 9",M,14
PE,INDETERMINADA,IGNORADO,"< 9",F,1
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,5
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,6
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,42
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,58
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,1
PE,PNEUMONIA,DOMICILIO,"< 9",F,3
PE,PNEUMONIA,DOMICILIO,"< 9",M,3
PE,PNEUMONIA,HOSPITAL,"< 9",F,32
PE,PNEUMONIA,HOSPITAL,"< 9",M,47
PE,PNEUMONIA,OUTRO,"< 9",M,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PE,SEPTICEMIA,DOMICILIO,"< 9",M,2
PE,SEPTICEMIA,HOSPITAL,"< 9",F,134
PE,SEPTICEMIA,HOSPITAL,"< 9",M,204
PE,SEPTICEMIA,IGNORADO,"< 9",F,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PE,SEPTICEMIA,VIA_PUBLICA,"< 9",M,1
PE,SRAG,DOMICILIO,"< 9",F,1
PE,SRAG,HOSPITAL,"< 9",F,14
PE,SRAG,HOSPITAL,"< 9",M,9
PI,OUTRAS,DOMICILIO,"< 9",F,9
PI,OUTRAS,DOMICILIO,"< 9",M,9
PI,OUTRAS,HOSPITAL,"< 9",F,36
PI,OUTRAS,HOSPITAL,"< 9",M,30
PI,OUTRAS,OUTRO,"< 9",F,2
PI,OUTRAS,OUTRO,"< 9",M,1
PI,OUTRAS,VIA_PUBLICA,"< 9",M,4
PI,COVID,OUTRO,"< 9",M,1
PI,INDETERMINADA,OUTRO,"< 9",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,2
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,4
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,8
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,15
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PI,PNEUMONIA,DOMICILIO,"< 9",M,1
PI,PNEUMONIA,HOSPITAL,"< 9",F,19
PI,PNEUMONIA,HOSPITAL,"< 9",M,14
PI,PNEUMONIA,OUTRO,"< 9",F,1
PI,SEPTICEMIA,DOMICILIO,"< 9",M,1
PI,SEPTICEMIA,HOSPITAL,"< 9",F,15
PI,SEPTICEMIA,HOSPITAL,"< 9",M,32
PI,SRAG,HOSPITAL,"< 9",M,1
PI,SRAG,VIA_PUBLICA,"< 9",F,1
PR,OUTRAS,DOMICILIO,"< 9",F,17
PR,OUTRAS,DOMICILIO,"< 9",M,20
PR,OUTRAS,HOSPITAL,"< 9",F,248
PR,OUTRAS,HOSPITAL,"< 9",I,4
PR,OUTRAS,HOSPITAL,"< 9",M,348
PR,OUTRAS,OUTRO,"< 9",F,4
PR,OUTRAS,OUTRO,"< 9",M,7
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,5
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,10
PR,OUTRAS,VIA_PUBLICA,"< 9",F,1
PR,OUTRAS,VIA_PUBLICA,"< 9",M,1
PR,COVID,HOSPITAL,"< 9",F,11
PR,COVID,HOSPITAL,"< 9",M,14
PR,INDETERMINADA,DOMICILIO,"< 9",F,3
PR,INDETERMINADA,DOMICILIO,"< 9",M,1
PR,INDETERMINADA,HOSPITAL,"< 9",M,1
PR,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,3
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,3
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,62
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,76
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,3
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
PR,PNEUMONIA,HOSPITAL,"< 9",F,39
PR,PNEUMONIA,HOSPITAL,"< 9",M,32
PR,PNEUMONIA,OUTRO,"< 9",F,1
PR,PNEUMONIA,OUTRO,"< 9",M,1
PR,SEPTICEMIA,HOSPITAL,"< 9",F,117
PR,SEPTICEMIA,HOSPITAL,"< 9",I,1
PR,SEPTICEMIA,HOSPITAL,"< 9",M,132
PR,SEPTICEMIA,OUTRO,"< 9",F,1
PR,SEPTICEMIA,OUTRO,"< 9",M,2
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PR,SRAG,HOSPITAL,"< 9",F,6
PR,SRAG,HOSPITAL,"< 9",M,3
PR,SRAG,OUTRO,"< 9",F,1
RJ,OUTRAS,DOMICILIO,"< 9",F,34
RJ,OUTRAS,DOMICILIO,"< 9",M,27
RJ,OUTRAS,HOSPITAL,"< 9",,1
RJ,OUTRAS,HOSPITAL,"< 9",F,867
RJ,OUTRAS,HOSPITAL,"< 9",I,29
RJ,OUTRAS,HOSPITAL,"< 9",M,993
RJ,OUTRAS,IGNORADO,"< 9",M,2
RJ,OUTRAS,OUTRO,"< 9",F,9
RJ,OUTRAS,OUTRO,"< 9",M,2
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,36
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,35
RJ,OUTRAS,VIA_PUBLICA,"< 9",F,4
RJ,OUTRAS,VIA_PUBLICA,"< 9",M,6
RJ,COVID,HOSPITAL,"< 9",F,25
RJ,COVID,HOSPITAL,"< 9",M,24
RJ,INDETERMINADA,DOMICILIO,"< 9",M,3
RJ,INDETERMINADA,HOSPITAL,"< 9",F,5
RJ,INDETERMINADA,HOSPITAL,"< 9",M,2
RJ,INDETERMINADA,OUTRO,"< 9",M,1
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,3
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
RJ,INDETERMINADA,VIA_PUBLICA,"< 9",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,5
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,52
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,2
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,78
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,4
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,5
RJ,PNEUMONIA,DOMICILIO,"< 9",M,1
RJ,PNEUMONIA,HOSPITAL,"< 9",F,70
RJ,PNEUMONIA,HOSPITAL,"< 9",M,100
RJ,PNEUMONIA,OUTRO,"< 9",F,1
RJ,PNEUMONIA,OUTRO,"< 9",M,2
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,5
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,11
RJ,PNEUMONIA,VIA_PUBLICA,"< 9",F,1
RJ,SEPTICEMIA,HOSPITAL,"< 9",F,361
RJ,SEPTICEMIA,HOSPITAL,"< 9",I,2
RJ,SEPTICEMIA,HOSPITAL,"< 9",M,422
RJ,SEPTICEMIA,IGNORADO,"< 9",F,1
RJ,SEPTICEMIA,OUTRO,"< 9",F,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,6
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,5
RJ,SRAG,HOSPITAL,"< 9",F,9
RJ,SRAG,HOSPITAL,"< 9",M,7
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RN,OUTRAS,DOMICILIO,"< 9",F,6
RN,OUTRAS,DOMICILIO,"< 9",M,2
RN,OUTRAS,HOSPITAL,"< 9",F,78
RN,OUTRAS,HOSPITAL,"< 9",M,70
RN,OUTRAS,IGNORADO,"< 9",F,1
RN,OUTRAS,IGNORADO,"< 9",M,3
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,2
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RN,OUTRAS,VIA_PUBLICA,"< 9",F,1
RN,OUTRAS,VIA_PUBLICA,"< 9",M,2
RN,COVID,HOSPITAL,"< 9",F,7
RN,COVID,HOSPITAL,"< 9",M,5
RN,INDETERMINADA,HOSPITAL,"< 9",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,20
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,20
RN,PNEUMONIA,DOMICILIO,"< 9",M,1
RN,PNEUMONIA,HOSPITAL,"< 9",F,9
RN,PNEUMONIA,HOSPITAL,"< 9",M,9
RN,PNEUMONIA,IGNORADO,"< 9",M,1
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RN,PNEUMONIA,VIA_PUBLICA,"< 9",F,1
RN,SEPTICEMIA,DOMICILIO,"< 9",F,1
RN,SEPTICEMIA,DOMICILIO,"< 9",M,1
RN,SEPTICEMIA,HOSPITAL,"< 9",F,56
RN,SEPTICEMIA,HOSPITAL,"< 9",I,1
RN,SEPTICEMIA,HOSPITAL,"< 9",M,36
RN,SEPTICEMIA,IGNORADO,"< 9",F,1
RN,SEPTICEMIA,IGNORADO,"< 9",M,2
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RN,SRAG,HOSPITAL,"< 9",F,3
RN,SRAG,HOSPITAL,"< 9",M,2
RO,OUTRAS,DOMICILIO,"< 9",F,4
RO,OUTRAS,DOMICILIO,"< 9",M,6
RO,OUTRAS,HOSPITAL,"< 9",F,39
RO,OUTRAS,HOSPITAL,"< 9",M,49
RO,OUTRAS,OUTRO,"< 9",I,2
RO,OUTRAS,OUTRO,"< 9",M,4
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RO,OUTRAS,VIA_PUBLICA,"< 9",F,1
RO,OUTRAS,VIA_PUBLICA,"< 9",M,1
RO,COVID,DOMICILIO,"< 9",F,1
RO,COVID,HOSPITAL,"< 9",F,3
RO,COVID,HOSPITAL,"< 9",M,3
RO,INDETERMINADA,HOSPITAL,"< 9",F,1
RO,INDETERMINADA,HOSPITAL,"< 9",M,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,5
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,6
RO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",F,1
RO,PNEUMONIA,HOSPITAL,"< 9",F,10
RO,PNEUMONIA,HOSPITAL,"< 9",M,11
RO,SEPTICEMIA,HOSPITAL,"< 9",F,40
RO,SEPTICEMIA,HOSPITAL,"< 9",M,63
RO,SRAG,HOSPITAL,"< 9",F,2
RR,OUTRAS,HOSPITAL,"< 9",F,36
RR,OUTRAS,HOSPITAL,"< 9",M,35
RR,COVID,DOMICILIO,"< 9",F,1
RR,COVID,HOSPITAL,"< 9",F,4
RR,COVID,HOSPITAL,"< 9",M,3
RR,INDETERMINADA,HOSPITAL,"< 9",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,8
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,4
RR,PNEUMONIA,HOSPITAL,"< 9",F,7
RR,PNEUMONIA,HOSPITAL,"< 9",M,3
RR,PNEUMONIA,VIA_PUBLICA,"< 9",F,1
RR,SEPTICEMIA,HOSPITAL,"< 9",F,14
RR,SEPTICEMIA,HOSPITAL,"< 9",M,23
RR,SRAG,HOSPITAL,"< 9",F,1
RR,SRAG,HOSPITAL,"< 9",M,3
RS,OUTRAS,DOMICILIO,"< 9",F,20
RS,OUTRAS,DOMICILIO,"< 9",M,15
RS,OUTRAS,HOSPITAL,"< 9",F,348
RS,OUTRAS,HOSPITAL,"< 9",I,6
RS,OUTRAS,HOSPITAL,"< 9",M,384
RS,OUTRAS,IGNORADO,"< 9",F,12
RS,OUTRAS,IGNORADO,"< 9",I,2
RS,OUTRAS,IGNORADO,"< 9",M,12
RS,OUTRAS,OUTRO,"< 9",F,2
RS,OUTRAS,OUTRO,"< 9",M,4
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,10
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,12
RS,OUTRAS,VIA_PUBLICA,"< 9",F,1
RS,OUTRAS,VIA_PUBLICA,"< 9",M,1
RS,COVID,HOSPITAL,"< 9",F,6
RS,COVID,HOSPITAL,"< 9",M,7
RS,COVID,OUTRO,"< 9",F,1
RS,INDETERMINADA,HOSPITAL,"< 9",F,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,2
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,48
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,55
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,1
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,2
RS,PNEUMONIA,DOMICILIO,"< 9",F,1
RS,PNEUMONIA,DOMICILIO,"< 9",M,1
RS,PNEUMONIA,HOSPITAL,"< 9",F,24
RS,PNEUMONIA,HOSPITAL,"< 9",M,26
RS,PNEUMONIA,IGNORADO,"< 9",F,3
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RS,PNEUMONIA,VIA_PUBLICA,"< 9",M,1
RS,SEPTICEMIA,HOSPITAL,"< 9",F,128
RS,SEPTICEMIA,HOSPITAL,"< 9",M,142
RS,SEPTICEMIA,IGNORADO,"< 9",F,5
RS,SEPTICEMIA,IGNORADO,"< 9",M,11
RS,SEPTICEMIA,OUTRO,"< 9",F,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RS,SRAG,HOSPITAL,"< 9",F,1
RS,SRAG,HOSPITAL,"< 9",M,2
SC,OUTRAS,DOMICILIO,"< 9",F,8
SC,OUTRAS,DOMICILIO,"< 9",M,13
SC,OUTRAS,HOSPITAL,"< 9",F,204
SC,OUTRAS,HOSPITAL,"< 9",I,3
SC,OUTRAS,HOSPITAL,"< 9",M,240
SC,OUTRAS,OUTRO,"< 9",F,1
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,4
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,5
SC,OUTRAS,VIA_PUBLICA,"< 9",M,2
SC,COVID,HOSPITAL,"< 9",F,2
SC,COVID,HOSPITAL,"< 9",M,2
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,2
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,45
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,2
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,74
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
SC,PNEUMONIA,DOMICILIO,"< 9",F,1
SC,PNEUMONIA,DOMICILIO,"< 9",M,1
SC,PNEUMONIA,HOSPITAL,"< 9",F,18
SC,PNEUMONIA,HOSPITAL,"< 9",M,22
SC,SEPTICEMIA,DOMICILIO,"< 9",M,1
SC,SEPTICEMIA,HOSPITAL,"< 9",F,70
SC,SEPTICEMIA,HOSPITAL,"< 9",M,96
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
SC,SRAG,HOSPITAL,"< 9",M,1
SE,OUTRAS,DOMICILIO,"< 9",M,4
SE,OUTRAS,HOSPITAL,"< 9",F,88
SE,OUTRAS,HOSPITAL,"< 9",I,3
SE,OUTRAS,HOSPITAL,"< 9",M,112
SE,OUTRAS,IGNORADO,"< 9",F,1
SE,OUTRAS,IGNORADO,"< 9",M,1
SE,OUTRAS,OUTRO,"< 9",M,2
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,8
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,7
SE,OUTRAS,VIA_PUBLICA,"< 9",M,1
SE,COVID,HOSPITAL,"< 9",F,6
SE,COVID,HOSPITAL,"< 9",M,9
SE,COVID,IGNORADO,"< 9",F,1
SE,COVID,VIA_PUBLICA,"< 9",F,1
SE,INDETERMINADA,DOMICILIO,"< 9",M,1
SE,INDETERMINADA,HOSPITAL,"< 9",F,1
SE,INDETERMINADA,HOSPITAL,"< 9",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,2
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,13
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,19
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
SE,PNEUMONIA,HOSPITAL,"< 9",F,16
SE,PNEUMONIA,HOSPITAL,"< 9",M,15
SE,PNEUMONIA,IGNORADO,"< 9",F,2
SE,SEPTICEMIA,HOSPITAL,"< 9",F,43
SE,SEPTICEMIA,HOSPITAL,"< 9",M,56
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
SE,SRAG,HOSPITAL,"< 9",F,3
SP,OUTRAS,DOMICILIO,"< 9",F,91
SP,OUTRAS,DOMICILIO,"< 9",I,1
SP,OUTRAS,DOMICILIO,"< 9",M,99
SP,OUTRAS,HOSPITAL,"< 9",F,2051
SP,OUTRAS,HOSPITAL,"< 9",I,54
SP,OUTRAS,HOSPITAL,"< 9",M,2407
SP,OUTRAS,IGNORADO,"< 9",F,90
SP,OUTRAS,IGNORADO,"< 9",I,5
SP,OUTRAS,IGNORADO,"< 9",M,123
SP,OUTRAS,OUTRO,"< 9",F,28
SP,OUTRAS,OUTRO,"< 9",M,36
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,29
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,38
SP,OUTRAS,POSTO_SAUDE,"< 9",F,1
SP,OUTRAS,POSTO_SAUDE,"< 9",M,1
SP,OUTRAS,VIA_PUBLICA,"< 9",F,6
SP,OUTRAS,VIA_PUBLICA,"< 9",M,9
SP,COVID,HOSPITAL,"< 9",F,61
SP,COVID,HOSPITAL,"< 9",M,69
SP,COVID,IGNORADO,"< 9",F,1
SP,COVID,IGNORADO,"< 9",M,2
SP,COVID,POSTO_SAUDE,"< 9",M,1
SP,INDETERMINADA,DOMICILIO,"< 9",F,3
SP,INDETERMINADA,DOMICILIO,"< 9",M,2
SP,INDETERMINADA,HOSPITAL,"< 9",F,13
SP,INDETERMINADA,HOSPITAL,"< 9",I,1
SP,INDETERMINADA,HOSPITAL,"< 9",M,20
SP,INDETERMINADA,IGNORADO,"< 9",F,1
SP,INDETERMINADA,IGNORADO,"< 9",M,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
SP,INDETERMINADA,VIA_PUBLICA,"< 9",F,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,7
